Nome,Sexo,Idade,Profissao,Salario,EC
Eduardo,F,19.0,Diretor Executivo (CEO),15524.81,Solteiro
Lucas,F,,Engenheiro de Petróleo,21102.55,Divorciado
Bruno,F,18.0,Médico,13766.34,Divorciado
Marcos,F,19.0,Engenheiro,20154.36,Casado
Antonio,M,19.0,Farmacêutico,4109.64,Solteiro
Renata,M,18.0,Médico,13049.1,Divorciado
João,M,,Farmacêutico,16660.16,Casado
Paulo,M,18.0,Farmacêutico,11125.01,Divorciado
Antonio,F,19.0,Advogado,21188.07,Casado
Lucas,F,,Gerente,3688.55,Viúvo
Joao,F,19.0,Médico,13902.56,Casado
Fernando,F,,Gerente de Vendas,4295.11,Divorciado
Joao,F,18.0,Cientista de Dados,21932.52,Divorciado
Ana Paula,F,19.0,Gerente,4991.67,Casado
Beatriz,F,,Engenheiro de Petróleo,10515.05,Casado
Rafael,M,,Piloto,16055.64,Viúvo
Leandro,M,19.0,Médico,10235.97,Solteiro
Paula,M,18.0,Veterinário,21555.58,Divorciado
Antonio,F,18.0,Gerente,3201.39,Solteiro
Eliane,F,18.0,Gerente de TI,4148.71,Casado
Leonardo,F,19.0,Engenheiro,12763.04,Casado
Anderson,F,,Gerente,6633.26,Solteiro
Patricia,F,18.0,Advogado,15701.58,Divorciado
Pedro,M,19.0,Piloto,5189.64,Divorciado
Maria,F,18.0,Diretor Executivo (CEO),8519.94,Solteiro
Vanessa,F,19.0,Farmacêutico,10377.94,Viúvo
Maria,F,19.0,Dentista,5075.49,Divorciado
Maria,M,,Engenheiro,11969.37,Viúvo
Francisco,F,18.0,Piloto,7886.73,Solteiro
Jessica,F,18.0,Arquiteto,21395.8,Casado
Bruno,F,19.0,Advogado,7391.22,Viúvo
Joao,F,19.0,Diretor Executivo (CEO),3841.19,Divorciado
Vanessa,F,18.0,Gerente,12531.05,Solteiro
Luana,M,18.0,Engenheiro de Petróleo,3394.42,Solteiro
Luiz,M,19.0,Gerente,20415.75,Solteiro
Daniel,M,18.0,Veterinário,6231.97,Solteiro
Rafael,F,18.0,Consultor,16014.15,Divorciado
Fernanda,F,19.0,Piloto,8949.23,Divorciado
Fatima,M,19.0,Dentista,18482.61,Casado
Aline,F,,Engenheiro de Petróleo,19578.01,Divorciado
Antonio,M,19.0,Veterinário,8888.03,Solteiro
Jessica,F,19.0,Gerente de TI,11145.23,Casado
Leonardo,M,19.0,Veterinário,9087.68,Viúvo
Eliane,M,18.0,Farmacêutico,22368.18,Divorciado
José,F,18.0,Programador,12681.67,Casado
Diego,F,,Gerente,21566.65,Casado
Paula,F,18.0,Consultor,19976.58,Casado
Jessica,M,18.0,Consultor,22416.55,Divorciado
Luiz,F,,Gerente,8848.54,Solteiro
Juliana,M,19.0,Dentista,17029.52,Divorciado
Luana,F,,Farmacêutico,3802.76,Divorciado
Rodrigo,M,,Dentista,8613.95,Divorciado
Juliana,F,19.0,Gerente de Vendas,18135.35,Solteiro
Sandra,F,19.0,Diretor Executivo (CEO),12780.85,Solteiro
Rodrigo,F,18.0,Dentista,9134.87,Casado
Paulo,M,19.0,Dentista,8180.72,Divorciado
Marcelo,F,18.0,Gerente,19866.03,Solteiro
Diego,M,19.0,Gerente de TI,7998.75,Viúvo
Gabriel,M,18.0,Gerente,22810.59,Viúvo
Paula,M,,Arquiteto,22349.48,Divorciado
Francisco,F,,Diretor (CTO),9774.02,Divorciado
Francisca,F,18.0,Piloto,22005.9,Divorciado
Mariana,M,19.0,Gerente,20496.6,Casado
Matheus,F,18.0,Advogado,12834.9,Casado
Renata,F,,Diretor (CTO),20251.68,Viúvo
Felipe,F,19.0,Veterinário,11309.41,Viúvo
Fernando,M,19.0,Programador,13688.41,Viúvo
Lucas,M,19.0,Consultor,18529.97,Viúvo
Carla,M,19.0,Piloto,15203.58,Divorciado
Luiz,M,19.0,Engenheiro,13090.49,Divorciado
Sandra,F,19.0,Diretor (CTO),4598.39,Casado
Ricardo,M,19.0,Diretor (CTO),12055.18,Divorciado
Guilherme,F,19.0,Engenheiro de Petróleo,6197.64,Viúvo
Camila,M,,Gerente de Vendas,22727.61,Casado
Patricia,M,19.0,Gerente,3406.55,Divorciado
Juliana,F,19.0,Piloto,13337.71,Divorciado
Joao,M,19.0,Dentista,6554.89,Casado
João,F,18.0,Diretor Executivo (CEO),8757.08,Divorciado
Marcos,F,,Diretor Executivo (CEO),4253.49,Viúvo
Rodrigo,M,18.0,Gerente,17154.71,Divorciado
Juliana,M,,Engenheiro de Petróleo,18407.15,Solteiro
Gabriela,F,19.0,Diretor (CTO),11442.31,Viúvo
Ana Paula,F,18.0,Veterinário,22727.03,Viúvo
Rodrigo,M,19.0,Dentista,19342.71,Solteiro
Diego,F,18.0,Piloto,14422.62,Viúvo
Patricia,M,19.0,Dentista,15826.58,Divorciado
Eliane,M,18.0,Diretor (CTO),21338.97,Viúvo
Ana,F,19.0,Gerente de TI,17424.92,Divorciado
Pedro,M,19.0,Piloto,16850.73,Divorciado
Ricardo,F,18.0,Arquiteto,21250.32,Solteiro
Lucas,F,19.0,Diretor (CTO),7287.83,Viúvo
Vanessa,M,19.0,Piloto,5719.21,Divorciado
Jessica,M,,Diretor (CTO),19488.71,Solteiro
Bruna,M,18.0,Engenheiro de Petróleo,17232.28,Divorciado
Paula,M,19.0,Gerente,21653.95,Viúvo
Lucas,M,19.0,Médico,16513.55,Viúvo
Maria,F,19.0,Veterinário,16277.48,Casado
Amanda,F,18.0,Arquiteto,8483.8,Casado
Rodrigo,F,,Gerente de TI,15246.14,Viúvo
Diego,F,,Arquiteto,13410.46,Divorciado
Fabiana,F,19.0,Gerente de Vendas,14699.08,Solteiro
Ana Paula,F,18.0,Engenheiro,6000.2,Solteiro
Luiz,F,19.0,Advogado,8821.77,Solteiro
Aline,M,19.0,Médico,5957.05,Solteiro
Anderson,F,,Cientista de Dados,21252.86,Viúvo
Aline,F,,Diretor (CTO),16894.48,Casado
Gabriela,F,,Médico,14544.64,Solteiro
Bruna,F,19.0,Gerente de TI,4002.54,Viúvo
Claudia,M,,Gerente,13766.18,Casado
Gabriela,M,18.0,Gerente de Vendas,5439.13,Viúvo
Adriana,M,,Piloto,6272.92,Casado
Sandra,M,19.0,Diretor (CTO),22127.97,Viúvo
José,F,19.0,Engenheiro,5097.1,Divorciado
Rodrigo,F,19.0,Veterinário,9653.25,Casado
Claudia,F,18.0,Arquiteto,12939.25,Divorciado
Luciana,F,,Engenheiro,16081.98,Casado
Juliana,M,19.0,Gerente de Vendas,10439.17,Divorciado
Patricia,F,18.0,Piloto,14065.93,Divorciado
Patricia,F,19.0,Veterinário,8935.98,Solteiro
Paula,M,19.0,Piloto,9128.58,Solteiro
Carlos,M,19.0,Engenheiro,14104.48,Casado
Marcia,M,19.0,Diretor Executivo (CEO),17733.07,Viúvo
Carlos,M,19.0,Veterinário,5938.58,Solteiro
Luciana,F,18.0,Veterinário,22789.63,Divorciado
Amanda,M,18.0,Analista de Sistemas,12129.28,Divorciado
Antonio,F,19.0,Dentista,7781.38,Divorciado
Jose,M,19.0,Dentista,3030.46,Casado
Camila,M,18.0,Gerente,5096.43,Solteiro
Matheus,F,,Diretor (CTO),13413.02,Solteiro
Diego,F,,Arquiteto,8718.09,Divorciado
Thiago,M,18.0,Diretor Executivo (CEO),12296.72,Divorciado
Juliana,F,18.0,Diretor Executivo (CEO),7213.64,Viúvo
Antonio,F,,Gerente de Vendas,18155.83,Solteiro
Camila,M,18.0,Farmacêutico,9391.33,Casado
Camila,F,18.0,Cientista de Dados,11180.66,Divorciado
Lucas,F,19.0,Programador,9141.45,Solteiro
Beatriz,F,,Gerente,4253.53,Casado
Larissa,F,19.0,Advogado,20319.45,Divorciado
Paula,F,19.0,Dentista,21560.35,Casado
Raquel,M,18.0,Piloto,17561.97,Solteiro
Joao,F,19.0,Gerente de TI,16376.79,Viúvo
Vanessa,M,19.0,Diretor (CTO),18067.5,Divorciado
Vanessa,F,18.0,Consultor,5519.12,Casado
Eliane,M,,Consultor,5404.2,Viúvo
Gabriel,F,19.0,Advogado,12298.37,Casado
Leandro,M,,Programador,13431.88,Divorciado
Jessica,M,19.0,Gerente,11387.65,Casado
Juliana,M,19.0,Cientista de Dados,16699.28,Divorciado
Eliane,F,,Advogado,11793.19,Solteiro
Daniel,F,18.0,Consultor,13565.57,Casado
Leandro,F,19.0,Engenheiro,14225.32,Divorciado
Ana,M,18.0,Advogado,14481.93,Divorciado
Thiago,F,18.0,Engenheiro,16338.09,Casado
Felipe,M,19.0,Farmacêutico,3630.12,Viúvo
Gustavo,M,18.0,Engenheiro de Petróleo,19425.68,Viúvo
Lucas,F,19.0,Cientista de Dados,10212.67,Divorciado
Amanda,M,19.0,Médico,18197.59,Casado
Fabiana,M,,Advogado,22547.78,Divorciado
Sandra,F,19.0,Consultor,6337.13,Viúvo
Fernanda,M,18.0,Gerente de Vendas,15914.44,Divorciado
Daniel,M,18.0,Engenheiro de Petróleo,5124.59,Casado
Bruno,F,18.0,Consultor,22642.2,Divorciado
Francisco,M,,Farmacêutico,14658.43,Casado
Leandro,F,18.0,Diretor (CTO),20292.34,Solteiro
Fatima,F,18.0,Gerente de TI,8732.1,Casado
Vanessa,F,19.0,Piloto,8504.69,Casado
José,F,18.0,Gerente,17734.19,Solteiro
Luana,F,19.0,Gerente,4162.59,Solteiro
Bruno,M,,Gerente,3122.79,Solteiro
Rafael,M,19.0,Farmacêutico,5864.11,Divorciado
Lucas,F,18.0,Programador,7172.31,Solteiro
Fernanda,F,18.0,Gerente,14427.91,Solteiro
Ana Paula,M,19.0,Advogado,11637.06,Solteiro
Eduardo,M,18.0,Engenheiro,14694.1,Casado
Paula,M,19.0,Diretor (CTO),9640.19,Divorciado
Luana,F,19.0,Programador,4917.91,Viúvo
Renata,F,19.0,Programador,16258.09,Solteiro
Sandra,F,19.0,Veterinário,17582.54,Solteiro
Paula,F,19.0,Programador,15705.78,Casado
Paula,F,19.0,Consultor,12882.32,Viúvo
Leandro,M,19.0,Programador,9323.7,Divorciado
Maria,F,19.0,Diretor (CTO),7278.61,Solteiro
Jessica,M,19.0,Gerente,13244.7,Viúvo
José,M,19.0,Diretor (CTO),,Divorciado
Fernando,M,19.0,Programador,13684.73,Solteiro
Guilherme,F,19.0,Diretor Executivo (CEO),19330.43,Casado
Marcelo,F,19.0,Analista de Sistemas,17965.81,Viúvo
Carla,M,18.0,Programador,13455.96,Viúvo
Pedro,M,18.0,Médico,12693.79,Solteiro
Anderson,M,19.0,Farmacêutico,21513.48,Viúvo
Amanda,F,,Engenheiro de Petróleo,10655.26,Viúvo
Renata,F,18.0,Gerente de TI,22289.4,Solteiro
Thiago,M,19.0,Gerente de TI,6661.22,Divorciado
Lucas,F,19.0,Veterinário,12122.74,Divorciado
Leandro,F,19.0,Médico,21812.29,Divorciado
Bruno,F,18.0,Advogado,6621.62,Casado
Amanda,F,19.0,Cientista de Dados,8874.72,Divorciado
Carlos,M,18.0,Dentista,5603.31,Divorciado
Carla,M,19.0,Engenheiro de Petróleo,4365.29,Solteiro
Carlos,M,,Diretor (CTO),7846.66,Viúvo
Guilherme,F,,Gerente,5663.65,Viúvo
Lucas,M,19.0,Gerente de Vendas,15653.2,Viúvo
Mariana,M,,Programador,5889.31,Viúvo
Renata,M,18.0,Consultor,9041.2,Viúvo
Gustavo,M,18.0,Piloto,19542.44,Divorciado
Fatima,F,,Farmacêutico,9338.03,Casado
Camila,F,19.0,Gerente de Vendas,18090.98,Casado
Rodrigo,F,18.0,Cientista de Dados,8170.75,Casado
Fernando,F,18.0,Consultor,21460.18,Casado
Matheus,F,18.0,Gerente de Vendas,9269.48,Casado
Luciana,F,18.0,Engenheiro,14086.4,Divorciado
Amanda,M,19.0,Engenheiro de Petróleo,21479.97,Solteiro
Carla,F,19.0,Analista de Sistemas,16711.92,Viúvo
Jose,M,,Gerente,12084.16,Viúvo
Fernanda,F,19.0,Gerente de TI,19373.02,Casado
Leandro,M,18.0,Gerente de Vendas,12331.73,Solteiro
Raquel,F,18.0,Analista de Sistemas,16473.25,Casado
Bruno,M,,Programador,15633.65,Casado
Luiz,M,19.0,Arquiteto,10769.29,Solteiro
Thiago,F,19.0,Cientista de Dados,19460.42,Casado
Jessica,F,19.0,Gerente,4488.34,Divorciado
Gabriela,F,19.0,Programador,7228.39,Viúvo
Daniel,F,18.0,Advogado,10642.42,Casado
Daniel,F,19.0,Analista de Sistemas,15632.74,Divorciado
Fernanda,F,18.0,Gerente de Vendas,16749.45,Viúvo
Luiz,M,19.0,Cientista de Dados,4168.01,Casado
Ana Paula,F,19.0,Diretor (CTO),4646.91,Viúvo
Raquel,M,18.0,Arquiteto,4695.06,Viúvo
Leandro,F,19.0,Diretor Executivo (CEO),13542.46,Casado
Jose,M,18.0,Advogado,6833.65,Casado
Paulo,M,,Dentista,10329.94,Solteiro
Larissa,F,19.0,Farmacêutico,14147.07,Solteiro
Paula,F,18.0,Analista de Sistemas,12833.93,Viúvo
Ricardo,M,18.0,Farmacêutico,17675.96,Casado
Gabriel,F,,Gerente,22710.21,Viúvo
Francisco,M,18.0,Consultor,10008.06,Viúvo
Mariana,M,19.0,Farmacêutico,5016.82,Solteiro
Camila,M,19.0,Engenheiro de Petróleo,21403.31,Viúvo
Joao,M,18.0,Advogado,18266.31,Solteiro
Lucas,F,18.0,Dentista,5049.83,Solteiro
Amanda,M,19.0,Analista de Sistemas,17660.52,Viúvo
Amanda,M,19.0,Piloto,10189.81,Divorciado
Marcelo,F,,Gerente,10543.15,Divorciado
Ricardo,F,18.0,Dentista,10012.89,Solteiro
Diego,F,18.0,Veterinário,4557.14,Viúvo
Francisco,F,,Gerente de TI,9412.69,Casado
Marcos,F,18.0,Veterinário,21515.44,Divorciado
Claudia,M,19.0,Programador,4843.76,Solteiro
Diego,F,,Farmacêutico,19352.67,Casado
Bruno,F,19.0,Farmacêutico,6997.52,Divorciado
Jose,F,18.0,Advogado,3167.42,Viúvo
Raquel,F,18.0,Piloto,4794.85,Divorciado
Lucas,M,19.0,Gerente de Vendas,12872.19,Viúvo
Luiz,M,19.0,Engenheiro de Petróleo,7294.17,Casado
Ricardo,M,19.0,Arquiteto,21387.9,Solteiro
Adriana,F,18.0,Arquiteto,20351.89,Solteiro
Guilherme,M,19.0,Programador,4142.1,Solteiro
Mariana,F,18.0,Dentista,8629.54,Solteiro
Ana,M,18.0,Piloto,17564.3,Divorciado
Vanessa,M,19.0,Gerente,16896.28,Casado
Carlos,F,,Gerente,7854.79,Solteiro
Matheus,F,19.0,Veterinário,10153.33,Viúvo
Paulo,M,,Programador,12212.05,Viúvo
Juliana,F,18.0,Engenheiro de Petróleo,21598.06,Viúvo
Raquel,F,19.0,Arquiteto,7149.96,Divorciado
Joao,F,18.0,Gerente,20528.06,Solteiro
Gabriel,F,18.0,Médico,10491.88,Solteiro
Pedro,M,19.0,Gerente de TI,20456.36,Viúvo
Patricia,F,19.0,Engenheiro de Petróleo,18056.69,Casado
Leonardo,M,19.0,Diretor (CTO),9701.01,Casado
Guilherme,M,,Veterinário,9806.19,Divorciado
Daniel,M,19.0,Gerente,8956.2,Casado
Maria,M,,Médico,5762.85,Solteiro
Anderson,F,,Dentista,6871.58,Viúvo
Ana Paula,F,19.0,Consultor,7686.05,Casado
Luciana,M,19.0,Advogado,9271.77,Viúvo
Fernanda,F,18.0,Programador,21540.28,Casado
Paula,M,18.0,Piloto,7779.9,Divorciado
Jessica,M,18.0,Médico,20736.42,Solteiro
Renata,F,19.0,Analista de Sistemas,7403.85,Casado
Patricia,F,,Diretor (CTO),18575.32,Solteiro
Camila,F,18.0,Gerente de Vendas,18959.43,Solteiro
Amanda,M,18.0,Gerente de TI,10889.79,Divorciado
Antonio,M,,Dentista,21006.47,Casado
Carla,M,19.0,Gerente,9732.83,Divorciado
Patricia,M,19.0,Gerente,20568.44,Divorciado
Anderson,F,19.0,Gerente de Vendas,21679.84,Divorciado
Thiago,F,18.0,Farmacêutico,12497.56,Viúvo
Sandra,F,19.0,Programador,3781.69,Solteiro
João,M,,Engenheiro de Petróleo,18043.86,Solteiro
Maria,F,19.0,Gerente de TI,11091.27,Solteiro
Adriana,M,18.0,Veterinário,22216.69,Casado
Marcia,M,18.0,Médico,13965.47,Divorciado
Vanessa,F,18.0,Advogado,22465.59,Viúvo
Francisco,F,19.0,Médico,10559.31,Viúvo
Diego,M,18.0,Advogado,10108.49,Casado
Luiz,F,19.0,Diretor (CTO),11375.24,Viúvo
Gabriel,M,19.0,Programador,5929.03,Solteiro
Fernando,M,19.0,Gerente,16357.74,Viúvo
Thiago,M,,Cientista de Dados,18974.33,Divorciado
Francisco,F,18.0,Arquiteto,12099.19,Divorciado
Luiz,F,19.0,Farmacêutico,17228.71,Divorciado
Aline,F,,Gerente de TI,4771.34,Casado
Bruno,M,,Gerente,18565.4,Solteiro
Antonio,F,18.0,Veterinário,20700.67,Casado
Bruno,F,19.0,Gerente,7746.53,Casado
Juliana,F,18.0,Arquiteto,7410.11,Viúvo
Adriana,M,19.0,Engenheiro de Petróleo,8387.45,Viúvo
Marcos,M,18.0,Veterinário,4360.72,Casado
José,F,19.0,Arquiteto,7748.77,Casado
Thiago,F,,Gerente,8138.48,Viúvo
Luana,M,18.0,Farmacêutico,4243.29,Solteiro
Bruna,F,18.0,Engenheiro de Petróleo,14820.34,Viúvo
Leonardo,M,18.0,Veterinário,8552.18,Divorciado
Larissa,M,19.0,Consultor,20018.96,Solteiro
Fabiana,M,19.0,Gerente de TI,4619.57,Divorciado
Bruna,M,18.0,Engenheiro de Petróleo,5863.97,Casado
Matheus,F,18.0,Arquiteto,8536.92,Solteiro
Gabriela,F,,Gerente de Vendas,12718.8,Viúvo
Raquel,M,19.0,Gerente de TI,6242.91,Solteiro
Luiz,M,18.0,Diretor (CTO),18190.15,Divorciado
José,F,19.0,Diretor Executivo (CEO),11387.27,Divorciado
Rodrigo,F,18.0,Analista de Sistemas,16266.45,Solteiro
Marcos,M,18.0,Consultor,6419.44,Divorciado
Antonio,F,18.0,Diretor (CTO),7796.82,Divorciado
Sandra,M,19.0,Analista de Sistemas,7114.84,Divorciado
Felipe,M,19.0,Diretor (CTO),4675.01,Solteiro
Lucas,M,,Cientista de Dados,14998.64,Divorciado
Anderson,F,19.0,Gerente,17464.78,Viúvo
Larissa,F,18.0,Engenheiro,14229.6,Casado
Beatriz,M,18.0,Engenheiro de Petróleo,6138.08,Solteiro
Ricardo,M,,Gerente de Vendas,11788.29,Solteiro
Fabiana,M,19.0,Piloto,4941.4,Casado
Gabriel,M,19.0,Veterinário,6190.2,Casado
Carlos,M,18.0,Engenheiro de Petróleo,4420.7,Divorciado
Anderson,M,18.0,Gerente de TI,12521.06,Viúvo
Marcos,F,18.0,Farmacêutico,8695.82,Casado
Luana,F,18.0,Diretor (CTO),12952.79,Viúvo
Patricia,F,18.0,Médico,20601.07,Viúvo
Gabriela,F,18.0,Gerente,6861.79,Viúvo
Guilherme,M,18.0,Médico,5454.42,Viúvo
Lucas,M,19.0,Gerente,19787.09,Solteiro
Leonardo,M,18.0,Arquiteto,8926.51,Casado
José,F,19.0,Consultor,10229.32,Divorciado
Pedro,F,18.0,Advogado,6405.95,Solteiro
Beatriz,F,,Dentista,8658.91,Viúvo
Camila,M,,Consultor,7284.3,Divorciado
Francisca,F,18.0,Cientista de Dados,6304.35,Viúvo
Rafael,M,19.0,Veterinário,9463.97,Divorciado
Eliane,F,19.0,Médico,10266.25,Solteiro
Beatriz,F,19.0,Analista de Sistemas,21632.41,Viúvo
Francisca,F,18.0,Arquiteto,12472.35,Casado
Luciana,M,18.0,Veterinário,19880.56,Divorciado
Eduardo,F,19.0,Farmacêutico,4782.89,Viúvo
Fernanda,F,19.0,Gerente,14644.73,Divorciado
Matheus,F,18.0,Diretor Executivo (CEO),9773.84,Casado
Francisco,F,19.0,Arquiteto,20439.22,Solteiro
Vanessa,F,18.0,Gerente,3398.88,Solteiro
Amanda,M,19.0,Diretor Executivo (CEO),17291.71,Solteiro
Amanda,F,19.0,Gerente de TI,9518.23,Divorciado
Rodrigo,F,18.0,Gerente,20798.65,Casado
Pedro,F,19.0,Gerente,7266.94,Divorciado
Diego,F,18.0,Médico,15522.63,Viúvo
Jessica,F,,Arquiteto,16103.77,Divorciado
Carlos,F,19.0,Médico,18724.64,Casado
Carla,M,18.0,Piloto,10307.41,Divorciado
Antonio,F,19.0,Diretor (CTO),16908.23,Viúvo
Bruno,M,,Farmacêutico,16037.91,Viúvo
Leonardo,F,,Gerente,5693.18,Casado
Fabiana,F,19.0,Advogado,18573.14,Solteiro
Paula,F,19.0,Gerente,18050.25,Casado
Beatriz,F,18.0,Cientista de Dados,17245.74,Viúvo
Jessica,F,19.0,Gerente,6023.96,Divorciado
Beatriz,M,18.0,Analista de Sistemas,22771.78,Solteiro
Aline,M,18.0,Farmacêutico,14639.01,Divorciado
Juliana,M,18.0,Gerente de TI,12341.91,Casado
Fernando,M,18.0,Veterinário,8402.47,Casado
Bruna,M,18.0,Diretor Executivo (CEO),18207.39,Viúvo
Anderson,M,19.0,Gerente,8300.84,Divorciado
Fernanda,M,19.0,Consultor,11035.1,Viúvo
Gabriel,M,19.0,Dentista,11683.38,Divorciado
Vanessa,M,18.0,Arquiteto,6400.73,Divorciado
Joao,M,,Diretor Executivo (CEO),13505.66,Divorciado
Amanda,F,19.0,Diretor (CTO),16260.52,Divorciado
Anderson,M,19.0,Engenheiro de Petróleo,4768.16,Casado
Amanda,F,19.0,Diretor (CTO),10680.54,Viúvo
Claudia,F,,Piloto,3046.12,Casado
Carlos,F,,Piloto,17297.84,Solteiro
Larissa,F,19.0,Diretor Executivo (CEO),7529.96,Casado
Luiz,F,18.0,Gerente de TI,17002.21,Solteiro
Mariana,M,18.0,Gerente de Vendas,18308.12,Casado
Luiz,F,18.0,Advogado,9608.84,Casado
Pedro,M,,Diretor (CTO),21438.28,Solteiro
Diego,M,19.0,Gerente,8737.81,Casado
Luana,M,19.0,Arquiteto,12962.25,Solteiro
Patricia,F,19.0,Engenheiro,12368.77,Solteiro
Patricia,F,19.0,Engenheiro de Petróleo,3368.69,Divorciado
Bruno,F,19.0,Consultor,22782.25,Divorciado
Matheus,M,18.0,Cientista de Dados,20606.69,Viúvo
Fernanda,F,18.0,Piloto,12456.52,Divorciado
Gabriel,F,,Advogado,12357.81,Casado
Lucas,M,,Programador,19653.57,Divorciado
Bruna,M,18.0,Dentista,6092.27,Solteiro
Jose,M,19.0,Diretor (CTO),3308.71,Viúvo
Juliana,F,18.0,Farmacêutico,11278.86,Viúvo
Ricardo,F,,Gerente,7914.91,Divorciado
Maria,F,19.0,Gerente de Vendas,11313.71,Solteiro
Amanda,M,19.0,Programador,12661.4,Divorciado
Fernanda,M,18.0,Médico,15221.85,Solteiro
Jessica,M,,Programador,9009.76,Divorciado
Adriana,M,18.0,Analista de Sistemas,18992.96,Casado
Leonardo,M,18.0,Gerente,12694.44,Viúvo
Luciana,M,18.0,Gerente,4592.94,Viúvo
Paulo,F,19.0,Engenheiro de Petróleo,22225.11,Viúvo
Thiago,F,19.0,Consultor,16243.46,Casado
Beatriz,F,18.0,Gerente de TI,15691.31,Viúvo
Gabriel,F,18.0,Gerente,15402.47,Solteiro
Jessica,F,,Diretor Executivo (CEO),13644.54,Divorciado
Luciana,M,19.0,Gerente,16209.94,Viúvo
Diego,F,,Analista de Sistemas,6718.88,Solteiro
Luana,F,18.0,Engenheiro,4785.05,Divorciado
Gabriela,M,18.0,Farmacêutico,15116.4,Viúvo
Thiago,F,,Gerente de TI,13802.21,Divorciado
Matheus,F,18.0,Advogado,5358.27,Casado
Guilherme,M,18.0,Gerente,18149.52,Casado
Raquel,F,,Veterinário,21830.45,Viúvo
Jose,F,18.0,Gerente,11767.05,Solteiro
Pedro,F,19.0,Arquiteto,20866.87,Divorciado
Gabriel,M,19.0,Piloto,19873.16,Casado
Francisco,M,,Gerente de TI,17020.56,Viúvo
Juliana,M,19.0,Arquiteto,10480.71,Casado
Rodrigo,M,19.0,Gerente,14491.54,Casado
Pedro,F,18.0,Piloto,7575.67,Divorciado
Patricia,F,19.0,Advogado,18552.52,Casado
Fatima,M,18.0,Piloto,7463.45,Divorciado
Gabriel,M,19.0,Veterinário,16164.17,Divorciado
Mariana,M,,Cientista de Dados,10175.74,Divorciado
João,M,19.0,Farmacêutico,22028.73,Casado
Rafael,M,18.0,Farmacêutico,5196.7,Viúvo
Marcia,F,18.0,Piloto,22047.82,Casado
Francisca,M,19.0,Gerente,5444.14,Casado
Luana,F,,Gerente de TI,13658.38,Solteiro
Claudia,M,,Dentista,20305.76,Divorciado
Carla,F,18.0,Cientista de Dados,20097.35,Divorciado
Fernanda,M,18.0,Dentista,16633.81,Viúvo
Paula,F,19.0,Advogado,21563.92,Solteiro
Joao,F,18.0,Farmacêutico,14280.58,Solteiro
Sandra,M,19.0,Engenheiro,20938.1,Solteiro
Guilherme,F,18.0,Farmacêutico,22943.03,Casado
Beatriz,F,18.0,Analista de Sistemas,8867.4,Solteiro
Vanessa,M,,Médico,9006.44,Divorciado
Ana Paula,M,19.0,Diretor Executivo (CEO),,Casado
Leonardo,M,,Consultor,6859.1,Casado
Antonio,M,18.0,Engenheiro de Petróleo,9253.97,Casado
Camila,M,18.0,Farmacêutico,18236.41,Casado
Jose,F,18.0,Piloto,9382.62,Viúvo
Beatriz,F,19.0,Cientista de Dados,14265.45,Viúvo
Gustavo,F,19.0,Engenheiro,22175.07,Casado
Pedro,F,19.0,Cientista de Dados,5773.85,Divorciado
Marcos,F,19.0,Engenheiro de Petróleo,14635.2,Solteiro
Gabriel,F,19.0,Programador,18338.45,Casado
Ricardo,F,18.0,Dentista,16303.08,Divorciado
Bruna,F,,Diretor (CTO),9526.52,Viúvo
Anderson,M,18.0,Médico,4400.36,Viúvo
Francisco,F,,Engenheiro de Petróleo,6095.62,Casado
Rafael,F,19.0,Gerente de TI,3229.58,Viúvo
Anderson,M,19.0,Gerente de Vendas,18797.31,Viúvo
Thiago,M,18.0,Analista de Sistemas,8365.01,Divorciado
Leonardo,F,,Arquiteto,14098.19,Viúvo
Camila,M,19.0,Gerente,9797.32,Divorciado
Marcelo,F,,Advogado,12738.5,Solteiro
Fabiana,F,,Farmacêutico,7514.67,Solteiro
Ana,M,,Dentista,11427.11,Divorciado
Fatima,F,18.0,Advogado,8822.63,Viúvo
Anderson,M,19.0,Farmacêutico,12164.18,Solteiro
Lucas,M,18.0,Engenheiro de Petróleo,5502.39,Viúvo
Paula,M,18.0,Analista de Sistemas,7240.42,Viúvo
Gabriela,F,18.0,Engenheiro de Petróleo,3747.92,Casado
Fatima,M,18.0,Advogado,12570.44,Casado
Eliane,M,,Piloto,22270.38,Casado
Fabiana,F,19.0,Médico,22930.47,Divorciado
Sandra,M,18.0,Dentista,13369.18,Casado
Leandro,F,19.0,Consultor,5221.01,Viúvo
Lucas,F,18.0,Gerente,17873.15,Casado
José,F,18.0,Advogado,13808.2,Solteiro
Mariana,M,19.0,Cientista de Dados,12224.85,Solteiro
Renata,F,19.0,Gerente,14103.74,Solteiro
Luiz,M,18.0,Dentista,18456.42,Viúvo
Thiago,M,18.0,Arquiteto,3822.52,Viúvo
Thiago,F,,Médico,3918.93,Divorciado
Raquel,F,,Engenheiro,14927.99,Viúvo
Matheus,F,19.0,Gerente,4915.73,Solteiro
Anderson,M,18.0,Engenheiro de Petróleo,18720.03,Divorciado
Adriana,M,,Analista de Sistemas,18451.17,Viúvo
Aline,F,18.0,Veterinário,3649.24,Casado
Marcos,M,,Diretor (CTO),22969.5,Casado
Daniel,F,18.0,Gerente de TI,20317.23,Divorciado
Juliana,M,18.0,Gerente de Vendas,22198.53,Solteiro
Luiz,F,19.0,Arquiteto,18224.27,Viúvo
